Author,Title,Source,URL,Category,Description,Published Status
Neil-Sztramko S,Evidence-informed support for public health through the transition to a “new normal” in the age of COVID-19,National Collaborating Centre for Methods and Tools,https://www.nccmt.ca/knowledge-repositories/covid-19-evidence-reviews/178,,,development
Neil-Sztramko S,Effective strategies to respond to the psychological impacts of working at the frontline of COVID-19 ,National Collaborating Centre for Methods and Tools,https://www.nccmt.ca/knowledge-repositories/covid-19-evidence-reviews/177,,,development
Bancej C,Concurrent SARS-CoV-2 and influenza Epidemiology and Control,Public Health Agency of Canada,https://www.nccmt.ca/knowledge-repositories/covid-19-evidence-reviews/175,,,development
,Evidence Brief on the use of Face Masks to Prevent COVID-19 in Community Settings ,Public Health Agency of Canada,https://www.nccmt.ca/knowledge-repositories/covid-19-evidence-reviews/173,,,published
,Evidence brief on pregnancy and severity of COVID-19,Public Health Agency of Canada,https://www.nccmt.ca/knowledge-repositories/covid-19-evidence-reviews/172,,To examine the evidence on whether pregnant women at higher risk of severe COVID-19 disease than non-pregnant women of reproductive age.,published
,Evidence brief on SARS-CoV-2 virus dispersion distance,Public Health Agency of Canada,https://www.nccmt.ca/knowledge-repositories/covid-19-evidence-reviews/171,,"To review the evidence on the impact of physical distancing of 1 meter, 1.5 meters and 2 meters on SARS-CoV-2 virus transmission risk.",published
,Evidence brief on infectiousness and symptom onset ,Public Health Agency of Canada,https://www.nccmt.ca/knowledge-repositories/covid-19-evidence-reviews/170,,To review the evidence on the difference in risk of transmission from persons who are pre- and asymptomatic infected cases compared to symptomatic cases?,published
,Evidence brief on infection risk from eye exposures to inform contact and droplet precautions,Public Health Agency of Canada,https://www.nccmt.ca/knowledge-repositories/covid-19-evidence-reviews/169,,,published
Guentcheva I,Requirement to Wear Face Coverings and Social Acceptability,Centre de Recherche en Sante Publique,https://mailchi.mp/ssss.gouv.qc.ca/cresp_questions_vol1n12,,To review the effectiveness of the obligation to wear a mask in a population without concrete social acceptability measures having been deployed beforehand.,published
"Elsawah H, Elsokary MA, Elrazzaz M, et al.",Hydroxychloroquine for treatment of non-severe COVID-19 patients; systematic review and meta-analysis of controlled clinical trials,J Med Virol,https://pubmed.ncbi.nlm.nih.gov/32808712/,Candidate Therapeutics,To assess the evidence strength of hydroxychloroquine efficacy in treating COVID-19 arising from clinical trials and to update the practice with the most reliable clinical evidence.,published
"Vaja R, chan J, Ferreira P, et al.",The COVID-19 Ibuprofen controversy; a systematic review of NSAIDs in adult acute lower respiratory tract infections,Br J Clin Pharmacol,https://pubmed.ncbi.nlm.nih.gov/32805057/,Clinical Characteristics,To evaluate cardiovascular and respiratory complications in patients taking NSAIDs during acute lower respiratory tract infections.,published
"Bhatia R, Gupta S, Bajpai M, et al ",A systematic review of the prevalence of contact dermatitis caused by personal protective equipment and hand hygiene measures in healthcare workers during and before the COVID-19 pandemic,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=204558,,,development
Yang L,Efficacy and safety of TCM syndrome differentiation in the treatment of COVID-19: a systematic evaluation and meta-analysis ,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=202086,,,development
"Greer N, Wilt T, Duan-Porter D, et al ",Evidence Brief: COVID-19 post-acute care major organ damage,VA Evidence Synthesis Program,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=204788,,,development
"Silverberg J, Goldberg J, Weissman A","How effective are school-based interventions to reduce the transmission of respiratory infections, including COVID-19, in a school setting? ",PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=204563,,,development
"Mbakaya B, Chisale M, Sinyiza F, et al ",Community-based interventions for preventing COVID-19 transmission in low and middle income countries: A systematic review ,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=204984,,,development
"Fernando M, Dharmage S, Lodge C",COVID-19 infection and its association with asthma and asthma treatment ,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=203846,,,development
"Mahendran S, Amarasekera AT, Malaty M, et al ",Cardiac pathophysiology in COVID-19 infection and the role of cardiac biomarkers ,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=204817,,,development
"Bennis I, Bennis N",Usefulness of RT q PCR cycle quantification for a better COVID-19 control strategy: a systematic review ,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=204619,,,development
"Gonsalves L, Kara E, Broutet N, et al ",Viral shedding of SARS-CoV-2 in bodil fluids involved in the sex act: a living systematic review ,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=204741,,,development
"Gashaw T, Hagos B, Sisay M",Practice of the public towards the global pandemic of COVID-19: a protocol of a systematic review and meta-analysis,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=203952,,,development
"Marinaki S, Grigorakos K, Boletis I, et al ",Systematic review of COVID-19 in solid organ transplant recipients: impact on outcomes and comparison with those of patients with kidney transplantation,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=204581,,,development
"Danielli M, Tan B, Hu J",Thrombotic complications: risk assessment and clinical management in COVID-19 patients - a systematic review and meta-ana8Xlysis ,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=197255,,,development
"Elsokary M, Elsawah H, Hany A, et al ",Tocilizumab in the treatment of severe COVID-19 patients: a systematic review and meta-analysis of cohort studies ,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=204233,,,development
"Castillo-Perez M, Jerjes-Sanchez C, Paredes-Vazquez JG, et al ",Venous thromboembolism treatment and outcomes in COVID-19: a systematic review ,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=203688,,,development
Bolaji O,D-dimer and bacterial pneumonia in the era of COVID-19: a case report and systematic review,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=204440,,,development
"Hagos B, Gashaw T, Sisay M",Health care professionals' practice towards the global pandemicof COVID-19 in developing countries: a protocol for a systematic review and meta-analysis ,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=204351,,,development
"Jafar A, Lasso A, Hutton B, et al ",Olfactory recovery following infection with COVID-19: a systematic review,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=204354,,,development
"Parveen R, Mishra P, Bajpai R, et al ",The association of metformin use and mortality in COVID-19 patients: a systematic review and meta-ananlysis ,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=204384,,,development
"Zhan Z, Zhang S, Chen Z",The prognosis of COVID-19 patients co-infected with influenza: a systematic review and meta-analysis ,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=204470,,,development
"Dubey P, Reddy SY, Manuel S, et al.",Maternal and neonatal characteristics and outcomes among COVID-19 infected women: An updated systematic review and meta-analysis,Eur J Obstet Gynecol Reprod Biol,https://pubmed.ncbi.nlm.nih.gov/32795828/,Clinical Characteristics,To estimate the adverse maternal and neonatal characteristics and outcomes among COVID-19 infected women and determine heterogeneity in the estimates and associated factors.,published
"Labenz C, Toenges G, Worns M, et al.",Liver injury in patients with severe acute respiratory syndrome coronavirus-2 infection: a systematic review and meta-analysis,Eur J Gastroenterol Hepatol,https://pubmed.ncbi.nlm.nih.gov/32796355/,Clinical Characteristics,To review the evidence on published data on liver injury in patients with COVID-19 infection.,published
"Inomata T, Kitazawa K, Kuno T, et al.",Clinical and Prodromal Ocular Symptoms in Coronavirus Disease: A Systematic Review and Meta-Analysis,Invest Ophthalmol Vis Sci,https://iovs.arvojournals.org/article.aspx?articleid=2770655,Clinical Characteristics,To determine currently reported clinical and prodromal ocular symptoms in patients with coronavirus disease 2019 (COVID-19).,published
"Thomson DJ, Yom SS, Saeed H, et al.",Radiation Fractionation Schedules Published During the COVID-19 Pandemic: A Systematic Review of the Quality of Evidence and Recommendations for Future Development,Int J Radiat Oncol Biol Phys,https://pubmed.ncbi.nlm.nih.gov/32798063/,Infection Control,To aggregate changes in the quality of the evidence supporting these schedules to establish a comprehensive evidence base for future reference and highlight aspects for future study.,published
"Regalado JA, Tayam MM",Analysis of olfactory dysfunction confirmed by validated olfactory tests among patients with COVID-19 infection: a systematic review and meta-analysis ,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=204063,,,development
"Chatterjee K, Sagar P, Chatterjee R, et al ",Cardiovascular adverse events of ydroxychloroquine use in COVID-19 compared to its use for non-COVID-19 conditions: a systematic review and meta-analysis ,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=204502,,,development
"Viana da Silva D, de Jesus Branco SM, Delmiro dos Santos A",COVID-19 and its emotional impact in adults: a systematic review ,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=204042,,,development
"Hessami K, Homayoon N, Hashemi A, et al.","COVID-19 and maternal, fetal and neonatal mortality: a systematic review",J Matern Fetal Neonatal Med,https://pubmed.ncbi.nlm.nih.gov/32799712/,Clinical Characteristics,"To review the evidence regarding maternal, fetal and neonatal mortality cases associated with COVID-19 infection.",published
"Zhang Q, Cao F, Ji G, et al.",The efficacy and safety of Lianhua Qingwen (LHQW) for coronavirus disease 2019 (COVID-19): A protocol for systematic review and meta analysis,Medicine,https://pubmed.ncbi.nlm.nih.gov/32791675/,,,development
"Yang Y, Zhang D, Zhou C, et al.",Value of lung ultrasound for the diagnosis of COVID-19 pneumonia: a protocol for a systematic review and meta-analysis,BMJ Open,https://pubmed.ncbi.nlm.nih.gov/32801207/,,,development
"Nasiri MJ, Haddadi S, Tahvildari A, et al. ","COVID-19 clinical characteristics, and sex-specific risk of mortality: Systematic Review and Meta-analysis",Front Med,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7385184/,Clinical Characteristics,To better understand role of the sex in mortality of COVID-19.,published
"Wen D, Wu L, Dong Y",The effect of acupuncture on the quality of life of patients recovering from COVID-19: a systematic review protocol,Medicine,https://pubmed.ncbi.nlm.nih.gov/32791668/,,,development
"Jia H, Han Z, Zhang K, et al.",Acupuncture and related interventions for anxiety in COVID-19: a protocol for systematic review and meta-analysis ,Medicine,https://pubmed.ncbi.nlm.nih.gov/32791723/,,,development
"Liang F, Dong L, Zhou L, et al.",Traditional Chinese medicine for symptoms of upper respiratory tract of COVID-19: a protocol for a systematic review,Medicine,https://pubmed.ncbi.nlm.nih.gov/32791725/,,,development
"Wang X, Xie P, Sun G, et al",A systematic review and meta-analysis of the efficacy and safety of arbidol in the treatment of coronavirus disease 2019,Medicine,https://pubmed.ncbi.nlm.nih.gov/32791753/,,,development
"Li M, Fan D, Wang X",Economic and health impacts of infectious diseases in China: A protocol for systematic review and meta analysis,Medicine,https://pubmed.ncbi.nlm.nih.gov/32791700/,,,development
